"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
-0.951698518331837,0.526929262115774,-0.565924782388151,0.742112135939292,1.09291938186642,1.72615152765835,1.700894413372,-1.07298757931207,0.630185523330159,-0.649073693495284,-1.12003498416938,-1.01030480532682,-0.414920182375427,0.195854268260033,0.204739984008198,-0.755885962174232,-0.516977337485991,-0.915303900360772,-0.458392398201852,0.423511578764373,-0.601570327483051,-1.09649025882986,-1.25809326538746,-0.641678125499292,1.36897419171013,-1.36037036661313,0.256370947954868,0.152615854140401,0.442073075743688,0.526318397190474,-0.531624455509633,-0.571373071486271,-0.593822277133219,1.18379676264816,-0.449507258705613,0.478028970648715,-1.07282574626681,-1.03184711319635,-0.491308465717489,-0.0330505804267332
1.30942834334107,0.394972300232237,0.645752977484304,-0.774438435818097,1.10617008957927,1.27660741634344,0.234431477983931,0.275423550044309,-0.189991546314275,1.1473938250715,0.611384491100967,1.07583652459426,0.821079780147177,-1.35757390097789,-0.501415722854497,0.930330452403012,-0.776231564484587,0.011988437966509,1.17084323609363,0.669004324301981,0.454723778756509,0.731579928787379,1.16135660467483,-1.21028588346972,0.408375281911859,-0.304784671315507,-0.16912279204565,-0.388015400127576,1.52526912381348,0.470689055043535,1.5513783676529,-0.535606424203666,0.826220959653211,1.31596651656755,0.0463151274228348,0.655374494350123,-0.213689757235214,1.47229369008242,-0.847635074589082,-0.422690520876252
0.118417237231979,-0.75264584446785,0.861560192967753,-0.324976077917871,-0.153299460798652,0.591023324563054,0.434488634891652,-2.63296599021384,-0.912687444424005,-1.62621629290232,-2.21380864981592,0.737971074773351,-0.701585092896343,-2.01243324430017,-0.690834947464944,-0.495830819990102,0.819421996926615,-0.294859074728584,1.23393099326544,-1.42223542171603,0.514151718117825,0.486236575771418,-0.679429730623429,-1.81048554958365,1.04023216269985,0.0279403353861978,0.551091509896128,-0.50653579581815,-0.79380017941981,-0.26162312639719,-1.90257737761968,0.6531403175206,-0.195503172847695,-0.339694917197596,0.314634951044012,0.381542067335375,-1.79576883820745,-0.0276959655741886,0.823862176545294,0.60602347210859
0.577752497274888,0.322629635352565,0.994747482262029,0.211641635821226,-0.872140256529495,-0.303730407480439,1.36571511422575,-0.829423590285827,0.334792373331501,1.85578793102363,-1.30785193898799,-0.518575379412771,0.599678646098314,1.25630753037115,-1.07604844069109,-1.43619267585641,0.420630607707291,0.737224815034402,0.716713913390709,-0.591832054872227,0.553333864390489,-1.24149065740724,-0.911639487446936,-0.552715003356165,-1.87714404064876,1.38681621381067,-0.907083845763428,-0.356653366182566,0.108654633099859,-0.247334992503219,-0.370133218487488,0.418654574891844,-1.84631097545389,0.328468950378938,-1.82229333470897,0.731247978033011,-0.291763605659348,1.34100709855918,0.860122049384899,0.062770281981066
-0.438792732672062,-0.152341098312701,-0.0875633830626284,-0.62624248294568,2.54442401198919,-0.511336437464214,0.0466022669701508,-0.987025401827641,1.64474141295744,-1.59218539032432,-0.0209558126878486,0.750262056489253,1.24113316598111,0.399478999024602,-2.1246133934694,-0.637215867031018,-0.731114164623,-1.19151562688589,0.55696300677439,-1.12641682479736,0.610293969379221,-3.07038469188109,-0.371411817761249,0.984635574513067,-0.170202628913165,0.0441629483805794,0.431281058200238,-0.758442648402545,-0.245938507793774,-0.0981443908755345,-0.68430057795883,-0.642368541539121,1.84907315925403,-0.631697080984114,0.164455713910782,0.398898740489238,1.03840977858967,1.17501138150463,1.62717458826216,-0.353320139106808
0.132138426585984,-0.851492995545401,-1.94342713174328,-0.0256916038639941,-0.233723139898616,-0.727185621167125,0.52935013914057,-1.69646355279473,0.0251965683030713,0.685104036439909,0.050391370792197,-1.69324413556015,-0.36527430822852,0.0580000183621074,-2.34715251857812,-1.32772892925535,0.728569836989788,-1.35435578182859,-0.0320158398572751,0.0140281591439197,-0.974144849825214,0.866693961647295,0.732243244012057,-0.862240720992794,2.07827175950166,-0.576309766017066,-1.0732675395041,0.353255732553998,0.620433406956454,1.97586825699376,-1.0905093855475,-0.196919763617841,1.00041914412437,-2.69983295053287,-0.158878278076486,-2.23638550899268,-2.34905458416622,1.2700378691019,-1.09698511186924,-1.41983965775432
1.03631729262353,-2.32945636305674,-0.597819266351253,0.511697921304956,2.20873700997482,-0.800285241938017,0.837497362791588,-1.03613790770412,-0.250906541468227,-0.377347285486896,1.60067557066188,0.370614015836246,-1.27769623051569,-1.00345200012692,1.15930534978693,2.20851518295631,-0.275456203199668,0.610481861579707,-0.430307420713808,0.090612193372209,0.45338927548716,0.637763427944904,1.99570625755742,-0.16919855569267,1.22905626949982,-1.64755794593424,-0.381367328126423,1.34717175325329,-0.13029930440395,-2.09390912516761,0.047143728996846,1.70667776073871,0.0810152944248568,-0.697306034173094,0.0360174864102221,-0.881164984034485,0.775093839566311,-0.549585156211571,0.931520724402838,0.0816500206106202
-0.680938768209072,0.350386331931993,1.13506849055893,1.28856860138705,-0.129706883655701,1.00186252855599,-0.459612911064725,1.87224090542578,-1.2150146931463,1.54886219372571,-1.31635271749846,0.374215334725925,0.374452400614104,-1.75965705431057,0.505995942529079,1.52695245341841,-0.0772760047704634,1.67215019789806,-1.28101180940011,-0.0189782701796122,1.78872889309445,0.157845093645667,-1.96762047473664,0.0486059835102773,-0.433254076890088,0.526026860454582,-1.2519677944774,-0.491298210051964,1.49475619400695,-0.543930125537534,-0.509097547043952,0.564960472857652,-0.875713156893871,-1.01858729141688,-0.980537321695032,-0.302966506922499,-1.06423981810164,0.0225878932218357,-0.662722981884703,0.598829302747297
-0.856839780997219,-1.33708952426129,-0.419971144890087,-0.547035826738371,1.6469810739725,0.727446372524343,0.57520716782149,-0.902043068572756,0.876544477524544,0.517711725530714,0.877449925726842,0.943253098071378,0.15741274236207,-1.08196830429312,0.839395409273251,-0.505770371075204,1.21370828527862,-0.645197797106342,-2.0270356617294,0.0512676684428406,0.705956948496883,-1.47541297000687,0.531636260888249,-0.7771289972743,0.357569874075338,0.500555097674167,0.0477106966548785,0.344906111125194,0.225673117102708,-0.0390233837522783,0.280490749989543,0.0199457752893865,1.07900600966618,-0.824579893685516,-1.05311198561245,-0.0397381865290081,1.55875690746812,0.294516883230566,1.09712776600484,-1.05581635998663
-0.664399087750515,-0.740882992377643,1.68615759751514,1.0541158851615,-1.35897394904721,0.594038030405285,-0.353699662118088,0.665810968102244,0.680150414377295,0.611466642875802,0.050776729850682,0.329384356683283,-1.22188791706726,-1.30534987463764,-0.295344183081727,-0.278842513722769,2.42691257832239,-0.766522598890693,-1.34873238413514,-0.243590232209914,1.6665207660994,0.843153269849559,1.24052364402349,1.08006134737773,2.19545727901602,-0.468200764072703,-1.7625036112221,0.803041790366389,-0.325535524826396,0.612267680582954,0.0452859312658364,0.656144421893664,-1.10751703434448,0.583924546225779,0.543382648017517,-0.0805256764498363,-0.118838041519399,2.36832850535935,0.80132737838351,-0.158400725727021
